name,type,contract,tier,cores,pcores,mem,region,price,ACU,SSD,MaxNics,Bandwidth,MaxDataDiskCount,MaxDataDiskSizeGB,MaxDataDiskIops,MaxDataDiskThroughputMBs,MaxVmIops,MaxVmThroughputMBs,ResourceDiskSizeInMB,TempDiskSizeInGB,TempDiskIops,TempDiskReadMBs,TempDiskWriteMBs,SAPS2T,SAPS3T,HANA,Hyperthreaded,OfferName,_id,price_USD,price_EUR,price_GBP,price_AUD,price_JPY,price_CAD,price_DKK,price_CHF,price_SEK,price_IDR,price_INR,burstable
a1,vm,payg,standard,1,1,1.75,united-kingdom-south,0.066,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-united-kingdom-south-payg,0.066,0.05565780000000001,0.049190394000000005,0.0840642,6.732,0.0802494,0.4153644,0.0596046,0.5194992,901.5600000000001,4.3623525,No
a1,vm,payg,standard,1,1,1.75,united-kingdom-west,0.066,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-united-kingdom-west-payg,0.066,0.05565780000000001,0.049190394000000005,0.0840642,6.732,0.0802494,0.4153644,0.0596046,0.5194992,901.5600000000001,4.3623525,No
a1,vm,payg,standard,1,1,1.75,us-central,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-central-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,us-east,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-east-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,us-east-2,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-east-2-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,usgov-arizona,0.055,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-usgov-arizona-payg,0.055,0.046381500000000006,0.040991995,0.0700535,5.61,0.0668745,0.34613700000000003,0.0496705,0.432916,751.3,3.6352937499999998,No
a1,vm,payg,standard,1,1,1.75,usgov-iowa,0.055,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-usgov-iowa-payg,0.055,0.046381500000000006,0.040991995,0.0700535,5.61,0.0668745,0.34613700000000003,0.0496705,0.432916,751.3,3.6352937499999998,No
a1,vm,payg,standard,1,1,1.75,usgov-texas,0.055,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-usgov-texas-payg,0.055,0.046381500000000006,0.040991995,0.0700535,5.61,0.0668745,0.34613700000000003,0.0496705,0.432916,751.3,3.6352937499999998,No
a1,vm,payg,standard,1,1,1.75,usgov-virginia,0.055,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-usgov-virginia-payg,0.055,0.046381500000000006,0.040991995,0.0700535,5.61,0.0668745,0.34613700000000003,0.0496705,0.432916,751.3,3.6352937499999998,No
a1,vm,payg,standard,1,1,1.75,us-north-central,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-north-central-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,us-south-central,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-south-central-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,us-west,0.06,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-west-payg,0.06,0.050598000000000004,0.04471854,0.076422,6.12,0.07295399999999999,0.377604,0.054186,0.47227199999999997,819.6,3.965775,No
a1,vm,payg,standard,1,1,1.75,us-west-2,0.051,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-west-2-payg,0.051,0.0430083,0.038010759,0.0649587,5.202,0.062010899999999994,0.3209634,0.0460581,0.4014312,696.66,3.3709087499999995,No
a1,vm,payg,standard,1,1,1.75,us-west-central,0.051,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-us-west-central-payg,0.051,0.0430083,0.038010759,0.0649587,5.202,0.062010899999999994,0.3209634,0.0460581,0.4014312,696.66,3.3709087499999995,No
a1,vm,payg,standard,1,1,1.75,west-india,0.066,100,No,2,500,2,8192,1000,120,1000,120,71680,70,24000,375,187,-2,-2,-2,No,linux-a1-standard,linux-a1-standard-west-india-payg,0.066,0.05565780000000001,0.049190394000000005,0.0840642,6.732,0.0802494,0.4153644,0.0596046,0.5194992,901.5600000000001,4.3623525,No
a2,vm,payg,standard,2,2,3.5,asia-pacific-east,0.12,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-asia-pacific-east-payg,0.12,0.10119600000000001,0.08943708,0.152844,12.24,0.14590799999999998,0.755208,0.108372,0.9445439999999999,1639.2,7.93155,No
a2,vm,payg,standard,2,2,3.5,asia-pacific-southeast,0.12,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-asia-pacific-southeast-payg,0.12,0.10119600000000001,0.08943708,0.152844,12.24,0.14590799999999998,0.755208,0.108372,0.9445439999999999,1639.2,7.93155,No
a2,vm,payg,standard,2,2,3.5,australia-east,0.142,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-australia-east-payg,0.142,0.1197486,0.10583387799999999,0.18086539999999998,14.483999999999998,0.17265779999999997,0.8936628,0.1282402,1.1177104,1939.7199999999998,9.385667499999998,No
a2,vm,payg,standard,2,2,3.5,australia-southeast,0.142,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-australia-southeast-payg,0.142,0.1197486,0.10583387799999999,0.18086539999999998,14.483999999999998,0.17265779999999997,0.8936628,0.1282402,1.1177104,1939.7199999999998,9.385667499999998,No
a2,vm,payg,standard,2,2,3.5,brazil-south,0.16,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-brazil-south-payg,0.16,0.13492800000000002,0.11924944,0.203792,16.32,0.194544,1.006944,0.144496,1.259392,2185.6,10.5754,No
a2,vm,payg,standard,2,2,3.5,canada-central,0.121,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-canada-central-payg,0.121,0.1020393,0.090182389,0.1541177,12.341999999999999,0.1471239,0.7615014,0.1092751,0.9524152,1652.86,7.99764625,No
a2,vm,payg,standard,2,2,3.5,canada-east,0.111,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-canada-east-payg,0.111,0.0936063,0.082729299,0.1413807,11.322000000000001,0.1349649,0.6985674000000001,0.1002441,0.8737032,1516.26,7.33668375,No
a2,vm,payg,standard,2,2,3.5,central-india,0.131,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-central-india-payg,0.131,0.11047230000000001,0.097635479,0.16685470000000002,13.362,0.1592829,0.8244354,0.11830610000000001,1.0311272,1789.46,8.65860875,No
a2,vm,payg,standard,2,2,3.5,europe-north,0.12,100,No,2,500,4,16384,2000,240,2000,240,138240,135,24000,375,187,-2,-2,-2,No,linux-a2-standard,linux-a2-standard-europe-north-payg,0.12,0.10119600000000001,0.08943708,0.152844,12.24,0.14590799999999998,0.755208,0.108372,0.9445439999999999,1639.2,7.93155,No
